"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 20, 2017","112.27","112.19","112.29","112.19","2.85K","0.00%"
"Jun 19, 2017","112.27","112.23","112.27","112.23","4.96K","0.04%"
"Jun 16, 2017","112.23","112.21","112.25","112.20","0.49K","0.00%"
"Jun 15, 2017","112.23","112.29","112.29","112.18","0.59K","-0.04%"
"Jun 14, 2017","112.28","112.25","112.29","112.24","0.31K","0.01%"
"Jun 13, 2017","112.27","112.35","112.35","112.23","0.95K","0.01%"
"Jun 12, 2017","112.26","112.25","112.30","112.25","0.53K","0.02%"
"Jun 09, 2017","112.24","112.15","112.78","112.15","0.52K","0.06%"
"Jun 08, 2017","112.17","112.12","112.19","112.11","1.33K","0.05%"
"Jun 07, 2017","112.11","112.12","112.14","112.10","0.35K","-0.01%"
"Jun 06, 2017","112.12","112.10","112.13","112.10","0.21K","0.03%"
"Jun 05, 2017","112.09","112.09","112.11","112.09","0.19K","0.00%"
"Jun 01, 2017","112.09","112.12","112.12","112.07","1.02K","-0.02%"
"May 31, 2017","112.11","112.12","112.16","112.09","0.23K","0.00%"
"May 30, 2017","112.11","112.09","112.12","112.09","0.81K","-0.03%"
"May 29, 2017","112.14","112.15","112.16","112.15","0.37K","-0.01%"
"May 26, 2017","112.15","112.22","112.22","112.13","0.36K","0.00%"
"May 25, 2017","112.15","112.18","112.18","112.14","1.57K","-0.02%"
"May 24, 2017","112.17","112.15","112.18","112.15","0.40K","0.00%"
"May 23, 2017","112.17","112.26","112.73","112.15","0.43K","0.00%"
"May 22, 2017","112.17","112.20","112.20","112.15","0.85K","0.00%"
"May 19, 2017","112.17","112.22","112.22","112.17","6.45K","-0.04%"
"May 18, 2017","112.21","112.23","112.23","112.19","1.40K","0.02%"
"May 17, 2017","112.19","112.16","112.19","112.15","0.77K","0.05%"
"May 16, 2017","112.13","112.14","112.15","112.11","0.58K","0.04%"
"May 15, 2017","112.08","112.14","112.14","112.06","0.38K","0.01%"
"May 12, 2017","112.07","112.08","112.08","112.03","0.18K","0.02%"
"May 11, 2017","112.05","111.49","112.08","111.49","0.05K","-0.01%"
"May 10, 2017","112.06","112.02","112.08","112.02","0.86K","0.04%"
"May 09, 2017","112.02","112.00","112.06","112.00","5.05K","0.00%"
"May 08, 2017","112.02","111.96","112.04","111.96","2.35K","-0.04%"
"May 05, 2017","112.07","112.03","112.07","112.03","2.63K","0.02%"
"May 04, 2017","112.05","111.99","112.04","111.99","0.58K","0.04%"
"May 03, 2017","112.00","112.02","112.02","112.00","2.46K","0.02%"
"May 02, 2017","111.98","111.96","112.01","111.96","0.81K","-0.02%"
"Apr 28, 2017","112.00","111.95","112.00","111.95","2.48K","0.04%"
"Apr 27, 2017","111.95","111.92","111.97","111.92","1.14K","0.03%"
"Apr 26, 2017","111.92","111.91","111.92","111.91","0.09K","-0.05%"
"Apr 24, 2017","111.98","111.94","111.99","111.94","1.24K","0.10%"
"Apr 21, 2017","111.87","111.92","111.92","111.85","0.08K","-0.04%"
"Apr 20, 2017","111.92","111.93","111.96","111.93","3.34K","-0.04%"
"Apr 19, 2017","111.97","111.98","111.99","111.97","1.36K","0.03%"
"Apr 18, 2017","111.94","111.89","111.95","111.89","1.73K","0.04%"
"Apr 13, 2017","111.89","111.93","111.93","111.88","1.92K","0.02%"
"Apr 12, 2017","111.87","111.88","111.88","111.83","0.40K","-0.02%"
"Apr 11, 2017","111.89","111.92","111.92","111.89","1.00K","-0.03%"
"Apr 10, 2017","111.92","111.95","111.95","111.90","2.04K","-0.04%"
"Apr 07, 2017","111.97","111.94","111.97","111.91","1.78K","0.04%"
"Apr 06, 2017","111.92","111.92","111.94","111.92","0.45K","-0.02%"
"Apr 05, 2017","111.94","111.93","111.93","111.93","0.01K","0.01%"
"Apr 04, 2017","111.93","111.96","111.96","111.92","0.68K","0.00%"
"Apr 03, 2017","111.93","111.93","111.93","111.93","0.05K","0.04%"
"Mar 31, 2017","111.88","111.95","111.95","111.88","2.82K","-0.04%"
"Mar 30, 2017","111.93","111.94","111.95","111.94","0.55K","-0.02%"
"Mar 29, 2017","111.95","111.93","111.98","111.93","0.05K","0.00%"
"Mar 28, 2017","111.95","111.93","111.97","111.93","0.21K","0.00%"
"Mar 27, 2017","111.95","111.94","111.96","111.92","1.08K","0.01%"
"Mar 24, 2017","111.94","111.91","111.93","111.91","0.50K","0.04%"
"Mar 23, 2017","111.90","111.95","111.95","111.89","0.55K","0.01%"
"Mar 22, 2017","111.89","111.91","111.92","111.87","2.29K","0.01%"
"Mar 21, 2017","111.88","111.89","111.90","111.84","2.14K","0.04%"
"Mar 20, 2017","111.84","111.87","111.87","111.87","0.44K","0.00%"
"Mar 17, 2017","111.84","111.81","111.84","111.81","2.75K","0.00%"
"Mar 16, 2017","111.84","111.87","111.87","111.87","0.17K","-0.02%"
"Mar 15, 2017","111.86","111.78","111.82","111.78","0.20K","0.05%"
"Mar 14, 2017","111.80","111.75","111.79","111.70","18.49K","0.05%"
"Mar 13, 2017","111.74","111.74","111.78","111.73","0.49K","0.03%"
"Mar 10, 2017","111.71","111.81","111.85","111.71","2.08K","-0.10%"
"Mar 09, 2017","111.82","111.85","111.90","111.85","8.26K","-0.08%"
"Mar 08, 2017","111.91","111.94","111.94","111.91","0.05K","-0.04%"
